InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod
536420.0,84879,"{""description"": ""ASSORTED COLOUR BIRD ORNAMENT""}",32,12/1/2010 9:50,1.69,11991,Germany,Grace Moore,grace.moore@example.com,256 Oak St,555-813-7047,Books,Supplier A,748,36.63,In-Store,Not Returned,2.49,78x40x41 cm,11.1,Europe,PROMO10,Cash
536505.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 11:15,1.65,18463,Germany,Eva Johnson,eva.johnson@mail.com,594 Market St,555-165-5356,Beauty,Supplier B,595,10.75,Online,Not Returned,1.02,86x11x23 cm,18.06,Asia,SALE15,PayPal
536569.0,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 12:19,7.65,13273,Germany,Henry Miller,henry.miller@example.com,450 Ash St,555-313-4762,Home & Garden,Supplier E,554,1.56,In-Store,Returned,8.98,1x46x21 cm,16.74,South America,PROMO10,Bank Transfer
536552.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 12:02,2.55,14538,Germany,John Smith,john.smith@test.org,253 High St,555-637-9238,Electronics,Supplier B,425,13.11,In-Store,Returned,9.01,90x36x54 cm,13.51,Australia,DISCOUNT5,Bank Transfer
536574.0,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 12:24,210.0,18712,Germany,Alice Miller,alice.miller@example.com,815 Maple St,555-298-1959,Beauty,Supplier B,613,29.75,In-Store,Returned,6.37,87x57x1 cm,16.08,Asia,,Gift Card
536538.0,22310,***IVORY KNITTED MUG COSY***,6,12/1/2010 11:48,1.65,19168,Germany,Eva Johnson,eva.johnson@demo.net,256 Oak St,555-488-4760,Beauty,Supplier B,518,2.57,Online,Returned,3.46,63x54x55 cm,18.18,Australia,DISCOUNT5,Gift Card
536475.0,22748,POPPY'S PLAYHOUSE KITCHEN,60,,210.0,13722,Germany,Frank Miller,frank.miller@demo.net,883 Elm St,555-404-2895,Clothing,Supplier B,692,24.82,In-Store,Returned,3.56,40x15x21 cm,11.06,Australia,PROMO10,Credit Card
536718.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:48,4.25,13551,Germany,John Williams,john.williams@example.com,921 Cedar St,555-723-4452,Clothing,Supplier C,282,29.84,Online,Not Returned,7.29,47x73x53 cm,9.91,North America,DISCOUNT5,Credit Card
536688.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:18,2.95,12832,Germany,Eva Taylor,eva.taylor@example.com,547 Main St,555-631-1955,Toys,Supplier A,320,16.71,Online,Returned,8.98,9x74x52 cm,15.01,Asia,PROMO10,Credit Card
536566.0,84406B,  CREAM CUPID HEARTS COAT HANGER  ,8,12/1/2010 12:16,2.75,15679,Germany,Frank Johnson,frank.johnson@example.com,883 Elm St,555-187-7731,Sports,Supplier D,738,38.55,Online,Not Returned,8.88,57x26x41 cm,17.12,Asia,SALE15,Gift Card
536436.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 10:06,2.55,16579,Germany,Alice Miller,alice.miller@example.com,256 Oak St,555-108-7917,Home & Garden,Supplier B,443,5.33,Online,Returned,7.82,35x63x25 cm,16.43,Australia,DISCOUNT5,Gift Card
536518.0,22960,jam making set with jars,6,12/1/2010 11:28,4.25,10152,Germany,John Moore,john.moore@demo.net,883 Elm St,555-999-1021,Beauty,Supplier E,952,3.76,In-Store,Not Returned,6.46,90x75x38 cm,16.97,South America,SALE15,Gift Card
536486.0,22111,SCANDINAVIAN REDS RIBBONS: details,10,12/1/2010 10:56,1.65,15754,Germany,Eva Johnson,eva.johnson@mail.com,256 Oak St,555-130-8561,Automotive,Supplier B,315,36.41,Online,Not Returned,0.93,2x7x82 cm,11.53,North America,SALE15,Bank Transfer
536668.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,60,12/1/2010 13:58,339.0,12800,Germany,Bob Miller,bob.miller@example.com,256 Oak St,555-111-2341,Beauty,Supplier E,877,24.77,Online,Not Returned,1.7,91x34x91 cm,17.27,Australia,PROMO20,Gift Card
536611.0,21724,,10,12/1/2010 13:01,1.25,15310,Germany,Henry Miller,henry.miller@example.com,709 Pine St,555-443-2828,Electronics,Supplier C,966,34.42,In-Store,Not Returned,9.0,17x43x59 cm,6.8,Europe,PROMO10,Bank Transfer
536649.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:39,1.65,19944,Germany,David Smith,david.smith@demo.net,594 Market St,555-881-5430,Toys,Supplier E,741,21.74,In-Store,Not Returned,6.1,51x54x24 cm,13.17,Europe,,Credit Card
536643.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 13:33,5.95,12610,Germany,Charlie Jones,charlie.jones@demo.net,815 Maple St,555-458-8368,Sports,Supplier D,377,12.32,Online,Not Returned,0.19,25x71x52 cm,5.09,North America,PROMO10,Credit Card
536367.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 8:34,5.95,11104,England,Alice Jones,alice.jones@test.org,709 Pine St,555-244-8705,Automotive,Supplier A,289,40.96,In-Store,Returned,1.1,70x88x33 cm,9.87,South America,,Credit Card
536627.0,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 13:17,2.75,17361,Germany,Frank Moore,frank.moore@example.com,921 Cedar St,555-274-7645,Toys,Supplier E,437,39.97,Online,Not Returned,6.67,49x29x63 cm,10.5,Australia,PROMO10,PayPal
,85123A,,6,12/1/2010 13:15,2.55,14199,U.K.,David Moore,david.moore@test.org,709 Pine St,555-576-9436,Books,Supplier E,662,34.73,Online,Returned,0.15,22x26x28 cm,10.94,Asia,SALE15,PayPal
,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 13:56,2.75,13854,Germany,Bob Johnson,bob.johnson@demo.net,390 Broadway,555-244-8705,Sports,Supplier A,277,13.61,Online,Not Returned,1.69,85x49x71 cm,15.43,North America,DISCOUNT5,Cash
536549.0,22111,SCANDINAVIAN  REDS  RIBBONS,100,12/1/2010 11:59,165.0,17263,Germany,Henry Davis,henry.davis@demo.net,390 Broadway,555-594-2198,Beauty,Supplier D,710,29.51,Online,Not Returned,5.53,81x84x49 cm,10.83,South America,DISCOUNT5,Cash
536366.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 8:28,1.85,11914,Germany,Grace Wilson,grace.wilson@mail.com,815 Maple St,555-626-7640,Beauty,Supplier B,582,18.05,In-Store,Returned,6.95,20x86x92 cm,11.73,Asia,PROMO20,Cash
536716.0,21914,BLUE HARMONICA IN BOX,12,12/1/2010 14:46,1.25,17365,Germany,David Johnson,david.johnson@example.com,883 Elm St,555-426-2759,Sports,Supplier E,503,4.58,Online,Not Returned,6.55,63x61x49 cm,8.56,Europe,,PayPal
536451.0,STRIPED CHARLIE+LOLA CHARLOTTE BAG,,20,12/1/2010 10:21,2.95,13072,Germany,Eva Johnson,eva.johnson@test.org,594 Market St,555-913-3032,Beauty,Supplier A,624,45.87,In-Store,Returned,2.32,71x1x96 cm,10.6,Europe,,PayPal
536391.0,22633,HAND WARMER UNION JACK,6,12/1/2010 9:21,1.85,19198,Germany,David Wilson,david.wilson@demo.net,815 Maple St,555-551-6619,Home & Garden,Supplier C,516,6.84,In-Store,Returned,7.15,13x94x87 cm,8.41,Asia,,Cash
536561.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 12:11,1.65,10406,Germany,David Johnson,david.johnson@demo.net,256 Oak St,555-128-8813,Sports,Supplier A,350,47.51,In-Store,Returned,2.45,51x56x83 cm,6.1,North America,SALE15,Cash
536606.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:56,4.25,10166,Germany,Jane Johnson,jane.johnson@test.org,253 High St,555-419-2389,Toys,Supplier C,843,22.3,In-Store,Returned,3.32,62x32x30 cm,14.05,Europe,,Gift Card
536492.0,21914,BLUE HARMONICA IN BOX,12,12/1/2010 11:02,1.25,10508,Germany,Bob Moore,bob.moore@mail.com,594 Market St,555-927-2646,Sports,Supplier D,446,9.26,Online,Not Returned,7.49,29x49x45 cm,15.02,Australia,DISCOUNT5,Cash
,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 13:32,5.95,11661,Germany,John Johnson,john.johnson@demo.net,594 Market St,555-588-9044,Automotive,Supplier B,830,27.1,In-Store,Not Returned,6.53,93x30x16 cm,14.29,Asia,SALE15,Gift Card
536476.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 10:46,3.75,13664,Germany,John Williams,john.williams@example.com,256 Oak St,555-116-1329,Beauty,Supplier A,350,43.65,Online,Returned,8.51,40x19x18 cm,11.95,Asia,PROMO10,Bank Transfer
536580.0,22622,"[""description"": ""BOX OF VINTAGE ALPHABET BLOCKS""]",2,12/1/2010 12:30,9.95,13489,Germany,David Davis,david.davis@demo.net,256 Oak St,555-115-5806,Home & Garden,Supplier E,607,36.61,In-Store,Not Returned,6.61,1x78x47 cm,10.7,Europe,,PayPal
536521.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 11:31,4.95,10680,Germany,Grace Smith,grace.smith@example.com,547 Main St,555-990-1951,Home & Garden,Supplier D,664,40.33,In-Store,Not Returned,5.73,66x92x94 cm,17.95,North America,,Cash
536367.0,22310,IVORY KNITTED MUG COSY,6,12/1/2010 8:34,1.65,12524,Germany,David Moore,david.moore@test.org,815 Maple St,555-369-6724,Books,Supplier A,823,32.94,Online,Returned,1.03,38x51x63 cm,12.79,Australia,PROMO10,PayPal
536417.0,21730,,6,01-12-2010 09:47,4.25,12120,Germany,John Johnson,john.johnson@example.com,256 Oak St,555-120-7446,Toys,Supplier E,137,34.61,Online,Not Returned,3.74,4x1x8 cm,12.19,North America,,PayPal
536592.0,21914,BLUE HARMONICA IN BOX,12,12/1/2010 12:42,1.25,15260,Germany,John Johnson,john.johnson@test.org,390 Broadway,555-782-8115,Clothing,Supplier A,759,42.46,Online,Returned,2.73,29x55x3 cm,5.38,South America,PROMO10,PayPal
536655.0,21914,BLUE HARMONICA IN BOX,12,12/1/2010 13:45,1.25,14357,Germany,Henry Johnson,henry.johnson@example.com,921 Cedar St,555-832-3356,Clothing,Supplier C,899,12.48,In-Store,Returned,2.52,32x10x74 cm,10.12,South America,SALE15,Bank Transfer
536692.0,21914,"[""description"": ""BLUE HARMONICA IN BOX""]",12,12/1/2010 14:22,1.25,11363,Germany,David Jones,david.jones@test.org,253 High St,555-881-5430,Sports,Supplier A,243,24.47,In-Store,Not Returned,9.73,83x34x97 cm,10.7,Europe,DISCOUNT5,Credit Card
536611.0,21724,,10,12/1/2010 13:01,1.25,19523,Germany,Grace Miller,grace.miller@example.com,815 Maple St,555-313-4762,Books,Supplier A,543,11.06,Online,Not Returned,3.99,87x55x92 cm,10.98,Europe,PROMO10,Cash
536521.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 11:31,4.95,12292,Germany,Henry Davis,henry.davis@mail.com,450 Ash St,555-458-5435,Electronics,Supplier A,40,49.38,Online,Not Returned,8.93,32x50x7 cm,13.7,Europe,PROMO20,Credit Card
536545.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 11:55,4.25,11538,Germany,Henry Miller,henry.miller@example.com,390 Broadway,555-857-7212,Sports,Supplier D,229,47.2,Online,Returned,6.35,93x8x65 cm,13.0,South America,PROMO10,Credit Card
536367.0,21754,"[""description"": ""HOME BUILDING BLOCK WORD""]",3,12/1/2010 8:34,5.95,13408,Germany,John Smith,john.smith@example.com,883 Elm St,555-403-9125,Books,Supplier A,548,1.97,Online,Returned,7.97,57x67x88 cm,14.12,North America,,Credit Card
536604.0,21914,BLUE HARMONICA IN BOX,12,,1.25,17742,Germany,Jane Moore,jane.moore@mail.com,256 Oak St,555-405-8437,Toys,Supplier E,920,35.28,In-Store,Not Returned,5.08,87x59x72 cm,16.47,North America,SALE15,PayPal
536682.0,21755,LOVE  BUILDING  BLOCK  WORD,3,12/1/2010 14:12,5.95,18752,Germany,John Johnson,john.johnson@demo.net,450 Ash St,555-988-4117,Toys,Supplier C,223,46.26,Online,Not Returned,5.81,54x67x51 cm,17.19,Europe,SALE15,Gift Card
536613.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-60,12/1/2010 13:03,254.99999999999997,19291,Germany,David Williams,david.williams@demo.net,256 Oak St,555-401-9202,Toys,Supplier C,6,9.03,Online,Not Returned,4.98,97x92x8 cm,15.77,Australia,PROMO10,PayPal
536496.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 11:06,3.39,11903,Germany,Charlie Jones,charlie.jones@example.com,594 Market St,555-930-6109,Toys,Supplier A,322,28.4,Online,Not Returned,2.03,34x35x96 cm,19.33,North America,DISCOUNT5,PayPal
536501.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 11:11,2.55,10174,Germany,Grace Taylor,grace.taylor@mail.com,390 Broadway,555-799-5177,Toys,Supplier D,468,45.77,Online,Returned,7.25,88x78x32 cm,5.27,South America,PROMO20,Credit Card
536527.0,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 11:37,2.75,12230,Germany,Bob Johnson,bob.johnson@example.com,594 Market St,555-423-2040,Books,Supplier D,732,1.7,In-Store,Not Returned,2.88,46x16x68 cm,7.94,Asia,SALE15,PayPal
536490.0,71053,WHITE METAL LANTERN,6,12/1/2010 11:00,3.39,14287,Germany,Eva Taylor,eva.taylor@test.org,547 Main St,555-858-4810,Books,Supplier E,75,34.87,Online,Returned,0.34,37x54x85 cm,5.11,Asia,,Credit Card
536493.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 11:03,1.65,14160,Germany,Bob Johnson,bob.johnson@test.org,594 Market St,555-341-9032,Home & Garden,Supplier A,4,14.87,In-Store,Returned,6.49,14x95x55 cm,14.71,Asia,,Gift Card
536429.0,21755,InvalidDescription123,3,12/1/2010 9:59,5.95,17106,Germany,Eva Wilson,eva.wilson@example.com,547 Main St,555-102-2165,Automotive,Supplier C,847,46.22,Online,Not Returned,1.85,48x82x7 cm,18.47,Australia,DISCOUNT5,Cash
536650.0,21724,RED HARMONICA IN BOX,10,12/1/2010 13:40,1.25,19689,Germany,David Brown,david.brown@demo.net,547 Main St,555-754-4993,Clothing,Supplier D,646,48.55,Online,Not Returned,9.41,74x7x33 cm,8.65,Europe,SALE15,Credit Card
536530.0,22752,SET 7 BABUSHKA NESTING BOXES,2,01/01/2050 00:00,7.65,13171,Germany,Frank Brown,frank.brown@demo.net,450 Ash St,555-128-8813,Beauty,Supplier A,118,47.21,In-Store,Not Returned,9.54,23x85x19 cm,18.91,South America,PROMO10,Gift Card
536736.0,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 15:06,2.1,11567,Germany,David Davis,david.davis@example.com,256 Oak St,555-441-3074,Toys,Supplier D,881,23.71,Online,Returned,9.16,19x36x29 cm,5.9,Australia,,Cash
536438.0,22632,,unknown,12/1/2010 10:08,unknown,11151,united kingdom,Jane Miller,jane.miller@example.com,883 Elm St,555-877-4432,Electronics,Supplier D,606,43.1,In-Store,Not Returned,3.76,60x82x2 cm,19.02,South America,DISCOUNT5,Bank Transfer
536739.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 15:09,4.25,17619,Germany,Bob Wilson,bob.wilson@test.org,594 Market St,555-651-3958,Beauty,Supplier C,504,42.23,In-Store,Not Returned,0.25,1x47x69 cm,10.27,South America,SALE15,Credit Card
536394.0,21724,RED  HARMONICA IN BOX,10,12/1/2010 9:24,1.25,16033,Germany,Alice Jones,alice.jones@demo.net,390 Broadway,555-638-2607,Books,Supplier B,998,15.96,Online,Returned,9.29,20x11x2 cm,6.52,Europe,SALE15,Credit Card
536609.0,22634,BAKING SET 9 PIECE RETROSPOT,unknown,12/1/2010 12:59,unknown,18560,Germany,Eva Moore,eva.moore@example.com,547 Main St,555-968-5179,Electronics,Supplier E,947,41.45,In-Store,Not Returned,4.34,67x87x12 cm,12.29,Asia,SALE15,Bank Transfer
536367.0,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 8:34,9.95,14946,Germany,Henry Wilson,henry.wilson@test.org,256 Oak St,555-123-9595,Electronics,Supplier E,574,1.85,In-Store,Returned,9.67,20x5x37 cm,8.85,Europe,SALE15,Bank Transfer
536703.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:33,1.85,18234,Germany,Eva Taylor,eva.taylor@demo.net,253 High St,555-911-4665,Electronics,Supplier C,441,29.81,In-Store,Not Returned,9.64,38x94x9 cm,9.27,Australia,SALE15,Credit Card
536412.0,71053,"{""description"": ""WHITE METAL LANTERN""}",6,12/1/2010 9:42,3.39,11907,Germany,Grace Davis,grace.davis@mail.com,815 Maple St,555-259-8906,Home & Garden,Supplier D,194,11.5,In-Store,Returned,8.54,98x53x44 cm,9.61,Australia,,Bank Transfer
536481.0,21754,  HOME BUILDING BLOCK WORD  ,3,12/1/2010 10:51,5.95,13490,Germany,Jane Smith,jane.smith@test.org,450 Ash St,555-415-4020,Books,Supplier A,847,6.03,In-Store,Not Returned,3.02,99x86x24 cm,17.05,Australia,DISCOUNT5,PayPal
,22632,InvalidDescription123,6,12/1/2010 12:53,1.85,12535,Germany,Jane Davis,jane.davis@demo.net,883 Elm St,555-319-5033,Electronics,Supplier D,715,3.85,In-Store,Not Returned,3.91,81x74x30 cm,13.09,Europe,SALE15,Cash
536740.0,22623,InvalidDescription123,3,12/1/2010 15:10,4.95,14173,Germany,Henry Miller,henry.miller@demo.net,709 Pine St,555-392-8832,Toys,Supplier C,392,34.81,In-Store,Returned,8.53,59x87x96 cm,9.67,South America,PROMO20,Cash
,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 12:46,3.39,11293,Germany,Frank Williams,frank.williams@test.org,450 Ash St,555-139-7183,Sports,Supplier E,26,16.99,In-Store,Returned,3.24,81x81x14 cm,14.16,South America,PROMO20,Cash
536465.0,71053,  WHITE METAL LANTERN  ,6,12/1/2010 10:35,3.39,14769,Germany,David Moore,david.moore@mail.com,253 High St,555-999-1021,Electronics,Supplier D,435,36.24,Online,Not Returned,1.78,9x40x66 cm,15.74,North America,DISCOUNT5,PayPal
536708.0,22112,CHOCOLATE  HOT  WATER  BOTTLE,10,12/1/2010 14:38,3.39,14796,Germany,Eva Taylor,eva.taylor@test.org,815 Maple St,555-690-2050,Home & Garden,Supplier E,173,3.27,Online,Returned,5.61,25x73x22 cm,9.09,Australia,PROMO10,Bank Transfer
536580.0,22622,"[""description"": ""BOX OF VINTAGE ALPHABET BLOCKS""]",2,12/1/2010 12:30,9.95,16871,Germany,Frank Taylor,frank.taylor@demo.net,253 High St,555-693-2000,Beauty,Supplier A,300,15.76,In-Store,Returned,9.37,4x26x58 cm,11.2,South America,PROMO10,Gift Card
536573.0,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 12:23,1.69,12972,Germany,Henry Williams,henry.williams@example.com,594 Market St,555-403-9125,Books,Supplier E,645,26.97,Online,Returned,6.99,29x98x87 cm,6.83,North America,PROMO10,Bank Transfer
536560.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 12:10,4.95,13922,Germany,John Williams,john.williams@example.com,547 Main St,555-242-3875,Automotive,Supplier E,326,39.54,In-Store,Returned,5.74,37x75x70 cm,7.72,South America,PROMO20,Credit Card
536489.0,85123A,InvalidDescription123,6,12/1/2010 10:59,2.55,14997,Germany,Jane Taylor,jane.taylor@test.org,883 Elm St,555-990-8206,Home & Garden,Supplier B,410,15.94,In-Store,Not Returned,1.06,18x85x42 cm,15.22,Australia,PROMO10,Cash
536637.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 13:27,3.75,17032,Germany,David Moore,david.moore@demo.net,921 Cedar St,555-836-4591,Electronics,Supplier B,118,31.29,Online,Not Returned,6.19,41x38x34 cm,7.72,Asia,,Bank Transfer
536464.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,30/02/2010 00:00,2.55,10992,Germany,Bob Davis,bob.davis@example.com,547 Main St,555-111-2560,Books,Supplier B,836,44.3,In-Store,Returned,9.9,17x37x25 cm,12.88,Australia,SALE15,Gift Card
536629.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,unknown,12/1/2010 13:19,unknown,18112,Germany,Jane Moore,jane.moore@demo.net,921 Cedar St,555-623-3322,Sports,Supplier E,787,30.79,In-Store,Returned,1.49,76x87x86 cm,15.64,Europe,PROMO20,Credit Card
536510.0,22111,SCANDINAVIAN REDS RIBBONS: details,10,12/1/2010 11:20,1.65,15287,Germany,Grace Taylor,grace.taylor@test.org,815 Maple St,555-229-4155,Electronics,Supplier C,724,11.65,In-Store,Returned,5.23,85x27x57 cm,6.6,South America,DISCOUNT5,PayPal
536461.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 10:31,1.65,12240,SCANDINAVIAN REDS RIBBONS,Eva Miller,eva.miller@example.com,256 Oak St,555-274-7645,Home & Garden,Supplier E,225,1.22,In-Store,Returned,8.79,31x6x91 cm,13.51,South America,DISCOUNT5,PayPal
536520.0,22112,CHOCOLATE HOT WATER BOTTLE: details,10,12/1/2010 11:30,3.39,11476,Germany,Jane Moore,jane.moore@demo.net,709 Pine St,555-615-8266,Clothing,Supplier C,532,43.5,Online,Not Returned,7.43,40x98x12 cm,8.85,Europe,SALE15,Gift Card
536445.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 10:15,4.25,16426,Germany,Jane Taylor,jane.taylor@example.com,390 Broadway,555-826-5223,Toys,Supplier C,113,1.06,In-Store,Not Returned,7.0,53x71x10 cm,19.44,Europe,PROMO20,Credit Card
536370.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 9:00,2.95,10389,Germany,Henry Davis,henry.davis@test.org,547 Main St,555-218-5491,Automotive,Supplier B,140,43.74,In-Store,Returned,7.05,45x17x26 cm,12.25,Asia,PROMO10,Cash
536636.0,22748,poppy's playhouse kitchen,6,01/01/1900 00:00,2.1,10999,Germany,Frank Smith,frank.smith@demo.net,883 Elm St,555-960-6429,Beauty,Supplier D,559,26.45,In-Store,Returned,3.66,85x92x62 cm,17.09,South America,PROMO10,Bank Transfer
536547.0,22112,***CHOCOLATE HOT WATER BOTTLE***,10,12/1/2010 11:57,3.39,11855,### CHOCOLATE HOT WATER BOTTLE ###,David Johnson,david.johnson@example.com,253 High St,555-197-5150,Home & Garden,Supplier A,1,46.95,Online,Returned,3.01,46x64x2 cm,13.25,South America,,Credit Card
536559.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 12:09,3.39,18125,Germany,Bob Williams,bob.williams@test.org,883 Elm St,555-516-9927,Books,Supplier B,90,39.94,In-Store,Not Returned,8.11,54x65x51 cm,5.65,Asia,,PayPal
536433.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 10:03,1.65,18850,Germany,Bob Taylor,bob.taylor@example.com,815 Maple St,555-813-7047,Automotive,Supplier B,654,49.9,Online,Returned,8.12,53x36x26 cm,14.5,North America,PROMO10,Gift Card
536615.0,HAND WARMER RED POLKA DOT,  nan  ,6,12/1/2010 13:05,1.85,12763,Germany,Bob Moore,bob.moore@example.com,921 Cedar St,555-443-2828,Automotive,Supplier D,320,17.54,Online,Not Returned,8.68,29x21x11 cm,19.27,Asia,DISCOUNT5,Gift Card
536367.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 8:34,3.75,13663,Germany,Grace Johnson,grace.johnson@mail.com,253 High St,555-332-3064,Automotive,Supplier A,550,38.36,In-Store,Returned,9.14,40x11x36 cm,14.02,Australia,DISCOUNT5,Bank Transfer
536543.0,21755,InvalidDescription123,3,12/1/2010 11:53,595.0,14986,Germany,John Smith,john.smith@mail.com,390 Broadway,555-443-2828,Electronics,Supplier E,805,20.1,In-Store,Not Returned,5.16,59x39x99 cm,17.29,South America,,Gift Card
536744.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 15:14,7.95,11481,Germany,Jane Smith,jane.smith@test.org,390 Broadway,555-282-8126,Toys,Supplier E,894,23.99,Online,Returned,5.07,54x98x55 cm,18.26,Europe,SALE15,Gift Card
536471.0,22633,,6,12/01/2010 10:41,1.85,17256,Germany,Henry Johnson,henry.johnson@mail.com,547 Main St,555-924-1645,Electronics,Supplier B,139,31.38,In-Store,Not Returned,8.0,24x22x69 cm,8.42,Australia,PROMO10,Credit Card
536675.0,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 14:05,2.1,13731,Germany,David Miller,david.miller@test.org,815 Maple St,555-349-6631,Books,Supplier A,511,43.68,Online,Returned,6.53,56x33x36 cm,8.18,South America,,Cash
536720.0,22112,***CHOCOLATE HOT WATER BOTTLE***,10,12/1/2010 14:50,3.39,17262,Germany,Grace Moore,grace.moore@mail.com,256 Oak St,555-769-5524,Electronics,Supplier B,868,49.2,Online,Returned,7.05,20x83x99 cm,14.16,Asia,,Bank Transfer
536709.0,22634,***BAKING SET 9 PIECE RETROSPOT***,6,01/01/2050 00:00,4.95,10451,Germany,Charlie Taylor,charlie.taylor@example.com,815 Maple St,555-915-2177,Clothing,Supplier C,845,38.41,In-Store,Returned,7.98,81x62x98 cm,11.17,Australia,PROMO10,Credit Card
536499.0,21724,RED HARMONICA IN BOX,10,12/1/2010 11:09,1.25,19729,united kingdom,Alice Williams,alice.williams@test.org,921 Cedar St,555-930-7016,Toys,Supplier B,259,20.89,In-Store,Not Returned,8.91,73x26x66 cm,17.6,South America,PROMO10,Cash
536630.0,22752,SET 7 BABUSHKA NESTING BOXES,unknown,01/12/2010 25:61,unknown,13093,Germany,Bob Smith,bob.smith@test.org,883 Elm St,555-657-5225,Toys,Supplier B,673,21.07,Online,Returned,3.45,73x73x40 cm,18.5,North America,DISCOUNT5,Credit Card
536367.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 8:34,4.25,10882,Germany,Henry Jones,henry.jones@example.com,390 Broadway,555-513-7257,Books,Supplier E,902,36.88,Online,Not Returned,3.82,17x1x89 cm,10.3,North America,SALE15,Credit Card
536657.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:47,4.25,14408,Germany,Charlie Johnson,charlie.johnson@test.org,883 Elm St,555-246-4124,Beauty,Supplier E,690,11.94,Online,Not Returned,1.03,61x43x42 cm,8.55,Europe,SALE15,Gift Card
536385.0,22571,HANGING STAR WITH BELLS,6,12/1/2010 9:15,4.25,14068,Germany,Henry Moore,henry.moore@test.org,883 Elm St,555-325-8878,Clothing,Supplier E,10,5.52,Online,Returned,5.82,25x39x35 cm,16.71,South America,PROMO10,Cash
536669.0,22752,SET 7 BABUSHKA NESTING BOXES,2,01/12/2010 25:61,7.65,13277,Germany,John Miller,john.miller@mail.com,883 Elm St,555-441-3074,Home & Garden,Supplier C,261,17.73,In-Store,Returned,0.46,3x44x51 cm,9.12,North America,PROMO20,Bank Transfer
536544.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 11:54,7.95,18566,Germany,Jane Davis,jane.davis@test.org,390 Broadway,555-417-2525,Electronics,Supplier E,919,14.36,In-Store,Returned,4.71,94x98x12 cm,17.34,Asia,,Bank Transfer
536548.0,22634,BAKING SET 9 PIECE RETROSPOT,unknown,12/1/2010 11:58,unknown,17951,Denmark,Grace Taylor,grace.taylor@demo.net,450 Ash St,555-258-4223,Sports,Supplier A,650,14.82,In-Store,Not Returned,5.47,19x44x59 cm,11.36,South America,,Cash
